Backup job summary
 Report generated on Nov 10, 2022, 9:34:38 AM

Databases in SQL Server and Sybase Backup Jobs
"JobId","Server","Agent","Instance","BackupSet","Subclient","Type","Backup Type","Start Time","End Time","Storage Policy","Database Name","Database Size","Job status"
"2561682","miatdwfarm01","SQL Server","MIATDWFARM01","defaultBackupSet","default","Backup","Transaction Log","Nov 9, 2022, 10:00:01 AM","Nov 9, 2022, 10:01:50 AM","SP_FTCData_Dev","ezone_wp_dev","278528","Completed"
"2561682","miatdwfarm01","SQL Server","MIATDWFARM01","defaultBackupSet","default","Backup","Transaction Log","Nov 9, 2022, 10:00:01 AM","Nov 9, 2022, 10:01:50 AM","SP_FTCData_Dev","iDBA","282624","Completed"
"2561682","miatdwfarm01","SQL Server","MIATDWFARM01","defaultBackupSet","default","Backup","Transaction Log","Nov 9, 2022, 10:00:01 AM","Nov 9, 2022, 10:01:50 AM","SP_FTCData_Dev","TransShuttle","388096","Completed"
"2561682","miatdwfarm01","SQL Server","MIATDWFARM01","defaultBackupSet","default","Backup","Transaction Log","Nov 9, 2022, 10:00:01 AM","Nov 9, 2022, 10:01:50 AM","SP_FTCData_Dev","UiPath","326656","Completed"
"2561682","miatdwfarm01","SQL Server","MIATDWFARM01","defaultBackupSet","default","Backup","Transaction Log","Nov 9, 2022, 10:00:01 AM","Nov 9, 2022, 10:01:50 AM","SP_FTCData_Dev","UipathPlatform","286720","Completed"
"2561682","miatdwfarm01","SQL Server","MIATDWFARM01","defaultBackupSet","default","Backup","Transaction Log","Nov 9, 2022, 10:00:01 AM","Nov 9, 2022, 10:01:50 AM","SP_FTCData_Dev","Wakely_Risk_Reporting","733184","Completed"
"2561682","miatdwfarm01","SQL Server","MIATDWFARM01","defaultBackupSet","default","Backup","Transaction Log","Nov 9, 2022, 10:00:01 AM","Nov 9, 2022, 10:01:50 AM","SP_FTCData_Dev","ReportServer","317440","Completed"
"2561682","miatdwfarm01","SQL Server","MIATDWFARM01","defaultBackupSet","default","Backup","Transaction Log","Nov 9, 2022, 10:00:01 AM","Nov 9, 2022, 10:01:50 AM","SP_FTCData_Dev","Queues","285696","Completed"
"2561682","miatdwfarm01","SQL Server","MIATDWFARM01","defaultBackupSet","default","Backup","Transaction Log","Nov 9, 2022, 10:00:01 AM","Nov 9, 2022, 10:01:50 AM","SP_FTCData_Dev","Scheduler2015","1100800","Completed"
"2561682","miatdwfarm01","SQL Server","MIATDWFARM01","defaultBackupSet","default","Backup","Transaction Log","Nov 9, 2022, 10:00:01 AM","Nov 9, 2022, 10:01:50 AM","SP_FTCData_Dev","Scheduler2012","488448","Completed"
"2561682","miatdwfarm01","SQL Server","MIATDWFARM01","defaultBackupSet","default","Backup","Transaction Log","Nov 9, 2022, 10:00:01 AM","Nov 9, 2022, 10:01:50 AM","SP_FTCData_Dev","SQLSentry","280576","Completed"
"2561682","miatdwfarm01","SQL Server","MIATDWFARM01","defaultBackupSet","default","Backup","Transaction Log","Nov 9, 2022, 10:00:01 AM","Nov 9, 2022, 10:01:50 AM","SP_FTCData_Dev","SSISDB","305152","Completed"
